payment_code|operation_code|party_type|name|company_reg_no|business_reg_no|passport|account|account_status|relationship_start_date|relationship_type|agreement_date|statement_date|capacity|facility|credit_limit|instalment_amount|amount_in_arrears|month_in_arrears|tenure|total_balance_outstanding|late_payment_interest|principal_repayment_term|collateral_type|legal_status|date_status_update|deletion_reason_code|total_amount_paid|debt_type|email|mobile_no|date_of_notice|sponsor_constitution|sponsor_old_ic_company_reg_no|sponsor_new_ic_business_reg_no|sponsor_passport_no|sponsor_name|sponsor_status|sponsor_remarks|old_account_no
A|A|I|DAKOTA KELLY||870502106591||BOOST000226|1|20221109|1|20221122|20240311|1|3|14743.91|9411.01|9411.01|1|47|7318.55|20|1|0|0|20240311|0|0.0|004|kimberlyrodriguez@example.com|017-6016942|||||||||
A|A|I|JUDY HENRY||741215023324||BOOST000227|4|20240624|1|20240709|20240805|1|3|6053.2|3426.34|17131.7|5|53|4836.65|17|1|0|1|20240805|0|0.0|002||018-2347156|20240612||||||||
A|A|B|KAYLA MARTIN & CARLSON, RAMIREZ AND ROBERTS|2024252547-X|681025101411||BOOST000228|1|20240628|1|20240717|20250426|1|3|19265.6|16513.37|0.0|0|35|12088.84|22|1|0|0|20250426|0|0.0|004|||||||||||
A|A|I|KATHY UNDERWOOD||580801137112||BOOST000229|1|20230902|1|20230913|20250409|1|2|6779.14|3506.45|10519.35|3|58|4525.4|20|1|0|0|20250409|0|0.0|003|markjones@example.net|016-3716696|||||||||
A|A|I|MORGAN ELLIS||820507062290||BOOST000230|1|20240502|1|20240508|20241229|2|3|3136.83|1568.41|7842.05|5|60|391.53|21|1|0|2|20241229|0|0.0|004|andrew97@example.net|013-2408604|20241016||||||||
A|A|B|ERIK LAMB & NAVARRO AND SONS|2006719514-M|570617123617||BOOST000231|1|20221206|1|20221215|20230216|1|2|10154.95|17920.5|53761.5|3|17|1110.46|20|1|0|0|20230216|0|0.0|001||013-7560429||C|2004541235-W|2004541235-W||CLARK PLC SDN BHD|1|GUARANTOR|
A|A|I|JENNY HILL||740128037596||BOOST000232|1|20221107|1|20221117|20250412|1|3|16626.59|38369.05|0.0|0|13|7044.51|12|1|0|0|20250412|0|0.0|001|vcamacho@example.org|013-7067435|||||||||
A|A|I|DAVID LEE||951022078472||BOOST000233|3|20230819|1|20230822|20240702|2|2|6925.17|8310.2|66481.6|8|25|6166.17|23|1|0|1|20240702|0|0.0|002|oalvarez@example.net|014-1730120|20240521|C|2022752793-K|2022752793-K||NICHOLS INC SDN BHD|1|CO-BORROWER|
A|A|I|ELIZABETH WALKER||671227138841||BOOST000234|1|20250211|1|20250222|20250316|1|2|10382.79|12978.49|0.0|0|24|10003.02|15|1|0|0|20250316|0|0.0|002||014-7994349|||||||||
A|A|I|SCOTT JACOBSON||871215028773||BOOST000235|1|20230512|1|20230520|20240209|2|2|15703.27|7722.92|0.0|0|61|9376.53|19|1|0|0|20240209|0|0.0|003|james31@example.org|016-4202696||C|2007406704-K|2007406704-K||LAM GROUP SDN BHD|1||
A|A|I|THERESA PERKINS||910310144976||BOOST000236|1|20221204|1|20221204|20231206|1|2|3920.77|2261.98|0.0|0|52|1101.1|18|1|0|0|20231206|0|0.0|002|dawn52@example.net|017-7617531||C|2010175481-M|2010175481-M||CURRY LLC SDN BHD|1|CO-BORROWER|
A|A|C|JENKINS, ORTIZ AND HUNT SDN BHD|2002188398-M|2002188398-M|I#######|BOOST000237|1|20220915|1|20220921|20221113|1|3|15735.05|15227.47|15227.47|1|31|10491.58|15|1|0|0|20221113|0|0.0|002|wjefferson@example.org|013-3350613|||||||||
A|A|C|TAYLOR PLC SDN BHD|2011462645-W|2011462645-W||BOOST000238|1|20220912|1|20221002|20240717|1|2|1652.21|627.42|0.0|0|79|438.9|24|1|0|0|20240717|0|0.0|003||019-9786656|||||||||
A|A|C|SWEENEY, THOMAS AND SMITH SDN BHD|2020817445-W|2020817445-W||BOOST000239|2|20240415|1|20240420|20240523|1|3|16993.78|18881.98|0.0|0|27|0.0|23|1|0|0|20240523|0|0.0|001||017-8906804||I||850510123904||JOSE MURRAY|1|CO-BORROWER|
A|A|I|TIMOTHY BALLARD||550902061574||BOOST000240|1|20250120|1|20250125|20250222|2|2|13119.39|15137.76|0.0|0|26|8954.98|21|1|0|0|20250222|0|0.0|001|vhudson@example.com||||||||||
A|A|C|ROBINSON, LOPEZ AND WOOD SDN BHD|2015749909-W|2015749909-W||BOOST000241|1|20240313|1|20240327|20240828|1|2|12725.21|6941.02|34705.1|5|55|10494.48|14|1|0|2|20240828|0|0.0|003|garciapamela@example.org|017-3418405|20240710||||||||
A|A|I|NICOLE ALLEN||870426045174||BOOST000242|1|20240623|1|20240713|20240820|1|3|6013.56|15033.9|0.0|0|12|2595.48|12|1|0|0|20240820|0|0.0|001||012-4679688|||||||||
A|A|C|MACK-PERKINS SDN BHD|2002641744-W|2002641744-W||BOOST000243|1|20240520|1|20240614|20241213|2|2|7657.15|2871.43|0.0|0|80|2794.58|13|1|0|0|20241213|0|0.0|003|tristan90@example.com|012-7125519|||||||||
A|A|C|RANDOLPH-SMITH SDN BHD|2024371724-K|2024371724-K||BOOST000244|1|20230625|1|20230718|20240112|1|2|2351.3|1640.44|0.0|0|43|335.94|17|1|0|0|20240112|0|0.0|004|williamsmike@example.org|018-2777062|||||||||
A|A|C|CAMPBELL, MORALES AND SCOTT SDN BHD|2004997194-M|2004997194-M||BOOST000245|1|20230926|1|20231006|20250605|1|2|7993.59|5102.29|0.0|0|47|7704.63|18|1|0|0|20250605|0|0.0|002|theresa64@example.com|013-3302780|||||||||
A|A|C|JOHNSON, BYRD AND KING SDN BHD|2003322772-H|2003322772-H||BOOST000246|3|20240806|1|20240818|20250621|1|2|2540.81|964.86|2894.58|3|79|1136.79|14|1|0|0|20250621|0|0.0|003|jaredshaw@example.com|016-3650870||C|2003202559-W|2003202559-W||TAYLOR, MORRIS AND ROBERTSON SDN BHD|1|CO-BORROWER|
A|A|B|NATALIE SILVA & CAMPBELL-DOMINGUEZ|2003102471-K|670627089738||BOOST000247|1|20230418|1|20230427|20230427|1|3|14644.61|12921.71|0.0|0|34|538.43|16|1|0|0|20230427|0|0.0|002|halljermaine@example.com|017-7387711|||||||||
A|A|C|EDWARDS GROUP SDN BHD|2019955453-X|2019955453-X||BOOST000248|3|20240905|1|20241002|20241207|1|3|8073.43|6373.76|25495.04|4|38|4057.29|23|1|0|1|20241207|0|0.0|003|amysantos@example.org||20241028||||||||
A|A|I|DANIEL MCCANN||891127062219||BOOST000249|1|20230830|1|20230831|20240930|1|3|6549.84|2258.57|0.0|0|87|687.63|15|1|0|0|20240930|0|0.0|001|audrey49@example.org|||I||920827095794||ADAM FLOYD|1|GUARANTOR|
A|A|I|WILLIAM MORRIS||891121068129||BOOST000250|2|20241124|1|20241221|20250401|1|3|13071.97|6127.49|0.0|0|64|0.0|14|1|0|0|20250401|0|0.0|003|james17@example.org|019-1002264||C|2021152656-H|2021152656-H||FREY-STEIN SDN BHD|1|GUARANTOR|
A|A|I|TRACY MCCALL||651001129986||BOOST000251|4|20240308|1|20240319|20240628|1|3|17082.93|5959.16|35754.96|6|86|9473.82|16|1|0|1|20240628|0|0.0|001|pray@example.com|016-2861806|20240523||||||||
A|A|I|STUART CRUZ||910813119853||BOOST000252|1|20240511|1|20240524|20250111|2|2|5480.6|2695.38|2695.38|1|61|637.72|18|1|0|0|20250111|0|0.0|003||019-4939427|||||||||
A|A|I|REBECCA TERRY||650823129652||BOOST000253|1|20230526|1|20230623|20231107|1|3|3563.92|1257.85|0.0|0|85|1025.8|15|1|0|0|20231107|0|0.0|002||012-8903462|||||||||
A|A|I|MARIO FISHER||940819141483||BOOST000254|2|20240613|1|20240614|20240826|1|3|12752.77|4554.56|0.0|0|84|0.0|14|1|0|0|20240826|0|0.0|003||014-5235090|||||||||
A|A|I|SALLY FISHER||850304131912||BOOST000255|1|20230925|1|20231024|20250528|1|2|3192.42|1088.33|0.0|0|88|1259.09|19|1|0|0|20250528|0|0.0|003|hstephens@example.com|017-4438668|||||||||
A|A|C|ALI-PERRY SDN BHD|2024948147-H|2024948147-H||BOOST000256|1|20250113|1|20250118|20250211|2|2|17413.15|16851.44|0.0|0|31|17124.1|20|1|0|0|20250211|0|0.0|003|nelsonsherry@example.com|014-7892339|||||||||
A|A|I|NICHOLAS HOLMES||851106122555||BOOST000257|2|20231121|1|20231219|20240516|1|2|17864.28|17864.28|0.0|0|30|0.0|20|1|0|0|20240516|0|0.0|004||017-8061776|||||||||
A|A|I|TRACY BRAUN||550509126150||BOOST000258|1|20231013|1|20231105|20240412|1|2|17013.22|12152.3|0.0|0|42|1205.7|14|1|0|0|20240412|0|0.0|002|fhenderson@example.com|013-6371184|||||||||
A|A|C|RUIZ GROUP SDN BHD|2008268655-K|2008268655-K||BOOST000259|1|20230920|1|20230922|20250617|1|2|10860.42|10860.42|54302.1|5|30|4617.62|22|1|0|0|20250617|0|0.0|004|brendalee@example.net|017-1623596|||||||||
A|A|I|JESSICA MURRAY||950516113457||BOOST000260|1|20230412|1|20230415|20230514|1|3|9929.09|6079.03|0.0|0|49|8795.84|13|1|0|0|20230514|0|0.0|001||017-6910083|||||||||
A|A|C|YOUNG, FRENCH AND CLARK SDN BHD|2006938252-M|2006938252-M||BOOST000261|1|20250131|1|20250227|20250513|2|2|11821.67|4792.57|4792.57|1|74|6022.46|24|1|0|0|20250513|0|0.0|001|anthony08@example.org|016-9158930|||||||||
A|A|I|DONALD NGUYEN||500218139072||BOOST000262|2|20241101|1|20241114|20250619|1|3|2562.35|3660.5|0.0|0|21|0.0|14|1|0|0|20250619|0|0.0|002||014-6755993|||||||||
A|A|B|TIMOTHY BROOKS JR. & CROSBY, SMITH AND PATTERSON|2024134599-M|691216056019||BOOST000263|1|20240919|1|20240929|20250616|2|3|12760.28|4503.63|13510.89|3|85|1059.71|13|1|0|0|20250616|0|0.0|001|lynchamanda@example.org|019-4788958|||||||||
A|A|I|DAVID SMITH||881114082229||BOOST000264|1|20250121|1|20250125|20250406|1|2|2344.76|1901.16|3802.32|2|37|1879.63|21|1|0|0|20250406|0|0.0|003|||||||||||
A|A|I|SEAN TAYLOR||860505016299||BOOST000265|1|20220726|1|20220818|20241226|1|3|19883.74|10845.68|10845.68|1|55|8929.42|12|1|0|0|20241226|0|0.0|004||019-4631017||C|2019629735-W|2019629735-W||SMITH-VELAZQUEZ SDN BHD|1||
A|A|I|WILLIAM MENDEZ||660619116033||BOOST000266|1|20230410|1|20230502|20240311|1|3|14064.75|6917.09|0.0|0|61|10682.9|22|1|0|0|20240311|0|0.0|001|lunabrian@example.com|012-6037860|||||||||
A|A|I|JACOB THOMAS||990401148041|G#######|BOOST000267|3|20240224|1|20240316|20240807|1|3|13719.6|7765.81|46594.86|6|53|9206.41|22|1|0|0|20240807|0|0.0|001|vwade@example.org|018-1069847|||||||||
A|A|C|WALLACE AND SONS SDN BHD|2000334015-W|2000334015-W||BOOST000268|1|20221119|1|20221201|20240913|1|2|4682.75|6385.57|0.0|0|22|132.83|20|1|0|0|20240913|0|0.0|003||||I||840401117938||ASHLEY OLIVER|1|CO-BORROWER|
A|A|C|FARRELL-WEBER SDN BHD|2013724814-X|2013724814-X||BOOST000269|1|20230916|1|20231015|20241212|1|3|3445.22|11484.07|57420.35|5|9|2615.05|24|1|0|1|20241212|0|0.0|002|||20241016|I||860414038876||AMY MERCER|1|GUARANTOR|
A|A|I|CALEB CARTER||851003106593||BOOST000270|1|20221112|1|20221127|20240827|1|3|17773.59|6582.81|39496.86|6|81|1015.39|18|1|0|2|20240827|0|0.0|001||017-6324177|20240615|C|2005107071-W|2005107071-W||ODONNELL-ANDERSON SDN BHD|1|GUARANTOR|
A|A|C|HAMILTON-FISHER SDN BHD|2001226506-M|2001226506-M|C#######|BOOST000271|1|20231202|1|20231224|20240927|1|2|2800.86|3231.76|9695.28|3|26|2215.17|20|1|0|0|20240927|0|0.0|001|yclark@example.org||||||||||
A|A|I|EVAN SHAW||670917059946||BOOST000272|1|20230128|1|20230204|20230220|1|3|19236.46|16030.38|16030.38|1|36|12352.33|15|1|0|0|20230220|0|0.0|003|pmorton@example.org||||||||||
A|A|I|TODD BAKER||921217038480||BOOST000273|1|20241030|1|20241109|20250610|2|2|3951.7|3039.77|0.0|0|39|1369.49|14|1|0|0|20250610|0|0.0|002|erinhernandez@example.net||||||||||
A|A|I|JEANNE MONTOYA DVM||630403072042||BOOST000274|2|20220821|1|20220821|20230830|1|3|6071.62|7589.52|0.0|0|24|0.0|14|1|0|0|20230830|0|0.0|001||017-2106689|||||||||
A|A|B|JAMIE RIVERA & ESPINOZA-RODRIGUEZ|2024459677-X|831023081674||BOOST000275|2|20230713|1|20230812|20240415|1|3|4406.8|18886.29|0.0|0|7|0.0|17|1|0|0|20240415|0|0.0|002|michaelsmith@example.com|014-3142392|||||||||
A|A|I|PATRICK PIERCE||881102128559||BOOST000276|1|20230929|1|20231002|20231220|1|2|4479.72|2167.61|0.0|0|62|4325.46|14|1|0|0|20231220|0|0.0|002||018-6427226|||||||||
A|A|I|JESSICA EDWARDS||520421022718||BOOST000277|3|20231011|1|20231021|20241012|1|2|3430.82|1660.07|11620.49|7|62|2592.15|20|1|0|0|20241012|0|0.0|003||016-8914384|||||||||
A|A|B|JORDAN LEWIS & DELACRUZ, SANDERS AND WRIGHT|2022742964-W|920216094290||BOOST000278|1|20231026|1|20231026|20240208|1|3|11487.29|11487.29|57436.45|5|30|9760.17|24|1|0|0|20240208|0|0.0|002|brownjames@example.org|016-5481245|||||||||
A|A|I|HEATHER WALTERS||741014131270||BOOST000279|1|20240813|1|20240903|20250214|2|3|12724.47|7634.68|0.0|0|50|853.86|19|1|0|0|20250214|0|0.0|002|rsnyder@example.net|017-7609215|||||||||
A|A|I|ELIZABETH SMITH||961223053884||BOOST000280|1|20230908|1|20231008|20250530|1|2|14379.74|11983.12|0.0|0|36|8899.26|23|1|0|0|20250530|0|0.0|004||019-3582682|||||||||
A|A|I|MICHELLE JORDAN||590810031264||BOOST000281|1|20250508|1|20250517|20250528|2|3|8901.41|6847.24|20541.72|3|39|1283.69|24|1|0|0|20250528|0|0.0|001|samuel34@example.org|018-3753918||C|2018913364-M|2018913364-M||COLE GROUP SDN BHD|1||
A|A|B|CARLY TAYLOR & GALLEGOS, SHELTON AND SMITH|2006829783-M|870926149751||BOOST000282|1|20230703|1|20230709|20250314|1|3|15600.49|5379.48|0.0|0|87|5829.07|20|1|0|0|20250314|0|0.0|002|rebeccachristian@example.net||||||||||
A|A|I|JAMES STRICKLAND||910515119758||BOOST000283|1|20221227|1|20230113|20241129|1|2|5233.77|2243.04|13458.24|6|70|2647.9|19|1|0|0|20241129|0|0.0|004|lucas55@example.org|019-1461321|||||||||
A|A|I|JASMINE KEITH||730527082072||BOOST000284|1|20241103|1|20241109|20241127|1|2|13356.91|28621.95|0.0|0|14|11172.03|19|1|0|0|20241127|0|0.0|002|dianabarrett@example.com|013-8903341|||||||||
A|A|I|STEVEN PARKER||521113144017||BOOST000285|4|20241228|1|20250123|20250311|1|2|14584.96|5335.96|42687.68|8|82|7430.66|18|1|0|1|20250311|0|0.0|002||016-4412314|20241223||||||||
A|A|I|ROBERT PATTON||800919108043||BOOST000286|1|20250617|1|20250626|20250702|2|2|7897.85|6968.69|0.0|0|34|4838.66|16|1|0|0|20250702|0|0.0|004||018-9000270|||||||||
A|A|C|HORN, GARCIA AND WHITE SDN BHD|2006980740-M|2006980740-M||BOOST000287|1|20241116|1|20241117|20250327|1|3|12224.58|6667.95|13335.9|2|55|7563.32|14|1|0|0|20250327|0|0.0|004|stephanie69@example.com|019-6456470|||||||||
A|A|I|ROGER RODRIGUEZ||811024052424||BOOST000288|4|20221002|1|20221011|20221222|1|3|2470.27|950.1|6650.7|7|78|1548.52|22|1|0|0|20221222|0|0.0|004|rbruce@example.net|014-7610497||I||631012064194||ALLISON CONNER|1|CO-BORROWER|
A|A|I|JESSICA COBB||540113013095||BOOST000289|1|20240515|1|20240525|20250412|1|2|10660.44|12300.51|24601.02|2|26|2200.59|15|1|0|0|20250412|0|0.0|003|emily39@example.org||||||||||
A|A|I|GABRIEL WARD||830717117950||BOOST000290|1|20230615|1|20230627|20240903|1|3|6871.79|3964.49|0.0|0|52|6625.17|18|1|0|0|20240903|0|0.0|002|egarcia@example.net|018-1539082|||||||||
A|A|I|ADAM ROBERTSON||670226126813||BOOST000291|1|20250120|1|20250126|20250323|1|3|11851.98|23703.96|0.0|0|15|8127.44|14|1|0|0|20250323|0|0.0|003|smithvictoria@example.org|||C|2003413464-H|2003413464-H||BOONE, RODRIGUEZ AND SCOTT SDN BHD|1|CO-BORROWER|
A|A|I|JASON CLARK||961120015352||BOOST000292|1|20231231|1|20240104|20240627|1|3|7393.89|11090.84|0.0|0|20|4363.83|19|1|0|0|20240627|0|0.0|002||018-1269127|||||||||
A|A|I|BARBARA SOSA DDS||750424097692||BOOST000293|1|20250519|1|20250531|20250607|1|3|18005.01|18625.87|0.0|0|29|7726.96|23|1|0|0|20250607|0|0.0|003|josegonzalez@example.com|019-4896312||I||560622035776||COURTNEY HARVEY|1|CO-BORROWER|
A|A|I|JUSTIN MANN||560102106752||BOOST000294|1|20250315|1|20250401|20250625|1|3|3879.89|2706.9|0.0|0|43|1158.8|17|1|0|0|20250625|0|0.0|002|gonzalezjames@example.org|016-7857364|||||||||
A|A|C|GLASS PLC SDN BHD|2013885144-H|2013885144-H||BOOST000295|1|20240322|1|20240404|20250521|1|3|6760.46|8450.57|0.0|0|24|2932.76|18|1|0|0|20250521|0|0.0|001|stewartsarah@example.org|012-2101218||C|2022478141-H|2022478141-H||LEONARD, ROBERTS AND RAMIREZ SDN BHD|1|CO-BORROWER|
A|A|I|LISA GRAY||750610098467||BOOST000296|1|20240607|1|20240628|20250324|1|2|1960.04|8400.17|0.0|0|7|958.33|17|1|0|0|20250324|0|0.0|004||018-5267217|||||||||
A|A|I|MRS. PATRICIA GARCIA||920407142212||BOOST000297|1|20240413|1|20240428|20240728|1|3|17778.36|16667.21|16667.21|1|32|11591.43|14|1|0|0|20240728|0|0.0|004|kristie20@example.net|016-5051671||C|2003998229-M|2003998229-M||GARCIA GROUP SDN BHD|1|GUARANTOR|
A|A|I|CASEY MARTIN||811205046461||BOOST000298|1|20250517|1|20250603|20250607|1|2|9268.2|3519.57|0.0|0|79|1975.62|22|1|0|0|20250607|0|0.0|003|kenneth77@example.org|014-7525750|||||||||
A|A|I|DEAN THOMPSON||760527019452||BOOST000299|1|20230518|1|20230614|20240805|1|2|13894.69|21938.98|0.0|0|19|10106.72|17|1|0|0|20240805|0|0.0|002||012-1904047||C|2020512200-W|2020512200-W||GILBERT AND SONS SDN BHD|1||
A|A|C|MORALES-SANCHEZ SDN BHD|2015664745-H|2015664745-H||BOOST000300|1|20220930|1|20221013|20221129|1|2|15027.0|13259.12|0.0|0|34|10960.08|13|1|0|0|20221129|0|0.0|003|kelly42@example.org|018-3717354|||||||||
A|A|I|TIMOTHY RODRIGUEZ||670714066030||BOOST000301|1|20250519|1|20250614|20250615|1|3|6226.02|4555.62|0.0|0|41|5630.56|14|1|0|0|20250615|0|0.0|001|uhill@example.org|017-2491306|||||||||
A|A|I|STEPHEN WHITE||871021071427|K#######|BOOST000302|1|20231026|1|20231118|20240708|2|2|5048.46|12621.15|0.0|0|12|3295.47|23|1|0|0|20240708|0|0.0|001|tmccall@example.org|012-7314398|||||||||
A|A|I|DYLAN GUTIERREZ||971007082363||BOOST000303|1|20230918|1|20231006|20231122|1|2|8397.74|5248.59|20994.36|4|48|8327.41|15|1|0|1|20231122|0|0.0|004|salazaradrian@example.net|012-6660637|20230930||||||||
A|A|C|BROCK-SMITH SDN BHD|2021787336-X|2021787336-X||BOOST000304|3|20230227|1|20230316|20240727|1|3|14987.25|7620.64|83827.04|11|59|2986.74|19|1|0|2|20240727|0|0.0|003|john44@example.net|012-6112925|20240619||||||||
A|A|I|CHRISTOPHER WALKER||600616056922||BOOST000305|3|20250609|1|20250620|20250620|1|2|10029.44|6838.25|61544.25|9|44|5459.26|19|1|0|0|20250620|0|0.0|002|herrerachristina@example.com|014-6887547|||||||||
A|A|I|TIFFANY MUELLER||740112106997||BOOST000306|3|20241222|1|20250115|20250213|1|3|8315.96|6565.23|19695.69|3|38|2114.84|17|1|0|0|20250213|0|0.0|001|howellpatricia@example.com|019-8858334||C|2021968682-X|2021968682-X||HARRINGTON-ROY SDN BHD|1|CO-BORROWER|
A|A|I|MARY ANDERSON||770405125421||BOOST000307|1|20241115|1|20241208|20250101|1|3|19124.2|7355.46|0.0|0|78|17933.47|19|1|0|0|20250101|0|0.0|002|vaughnjose@example.org|018-5420569|||||||||
A|A|I|HEATHER WOOD||890915148548||BOOST000308|1|20241126|1|20241222|20250531|1|2|14866.31|6109.44|0.0|0|73|13526.11|16|1|0|0|20250531|0|0.0|001|uvang@example.org|017-5735094|||||||||
A|A|B|JUSTIN HOWELL & AYALA, BLANKENSHIP AND RAMIREZ|2003622854-M|740502028496||BOOST000309|1|20240619|1|20240630|20241225|1|2|2959.98|2466.65|0.0|0|36|1407.76|15|1|0|0|20241225|0|0.0|004|vanessa52@example.net|018-4246998|||||||||
A|A|I|MARISSA BRIDGES||940519141554||BOOST000310|1|20250214|1|20250216|20250619|1|2|14713.93|4904.64|24523.2|5|90|12073.62|12|1|0|1|20250619|0|0.0|002|tmiller@example.net|018-1512598|20250407||||||||
A|A|I|MICHAEL ADKINS||690602032570||BOOST000311|1|20250416|1|20250516|20250622|1|2|6917.93|2842.98|14214.9|5|73|2107.71|16|1|0|0|20250622|0|0.0|003|jessica22@example.com|014-1722410|||||||||
A|A|I|NATHAN DAWSON||530124035698||BOOST000312|1|20241125|1|20241128|20250119|1|2|7846.7|3224.67|6449.34|2|73|2915.12|13|1|0|0|20250119|0|0.0|003|richard96@example.com|018-9823998|||||||||
A|A|I|CURTIS KENNEDY||520420105313||BOOST000313|3|20230521|1|20230527|20250220|1|2|10951.0|14933.18|89599.08|6|22|2745.41|14|1|0|2|20250220|0|0.0|004|aaronfreeman@example.com|012-4111049|20241124||||||||
A|A|I|WILLIAM REEVES||650312035752||BOOST000314|1|20221221|1|20230113|20240115|1|3|17288.88|19209.87|0.0|0|27|4147.9|12|1|0|0|20240115|0|0.0|002||017-6722122||I||541202037005||MICHELLE HERNANDEZ|1||
A|A|I|AUDREY ODONNELL||810602066270||BOOST000315|1|20250402|1|20250430|20250707|1|3|3999.05|3635.5|0.0|0|33|240.79|20|1|0|0|20250707|0|0.0|004|bblanchard@example.net|016-4584355|||||||||
A|A|I|MR. BRYAN ROWLAND||710116064398||BOOST000316|1|20221029|1|20221112|20230326|2|2|7948.39|8222.47|0.0|0|29|2903.3|17|1|0|0|20230326|0|0.0|003|gdaniels@example.org|019-8069688|||||||||
A|A|C|LEE, KIM AND RODRIGUEZ SDN BHD|2024360300-X|2024360300-X||BOOST000317|1|20241222|1|20250114|20250613|1|3|18822.57|9906.62|0.0|0|57|1542.8|20|1|0|0|20250613|0|0.0|003|twood@example.org|018-9775897|||||||||
A|A|C|COLLINS, RAMIREZ AND HOLLAND SDN BHD|2015561204-H|2015561204-H||BOOST000318|3|20250208|1|20250305|20250411|1|3|7376.07|2873.79|17242.74|6|77|4088.7|20|1|0|0|20250411|0|0.0|001||019-4287591|||||||||
A|A|I|AMANDA MILLER||780920058963||BOOST000319|3|20240925|1|20241019|20250621|1|3|9091.2|5802.89|34817.34|6|47|6088.53|20|1|0|2|20250621|0|0.0|001||017-2987009|20250510|I||931210013033||PAUL BAILEY|1|GUARANTOR|
A|A|C|MEYER, POWELL AND THOMPSON SDN BHD|2014939747-M|2014939747-M||BOOST000320|1|20240822|1|20240909|20241225|1|2|3720.59|1958.21|0.0|0|57|1113.81|19|1|0|0|20241225|0|0.0|004|nosborne@example.net|017-2703536|||||||||
A|A|I|JAMES DONOVAN||750605015554||BOOST000321|1|20230413|1|20230503|20240601|1|2|5685.48|2006.64|0.0|0|85|3189.75|18|1|0|0|20240601|0|0.0|002|michael86@example.org|017-6810267|||||||||
A|A|C|ORTIZ AND SONS SDN BHD|2017325762-K|2017325762-K||BOOST000322|2|20230323|1|20230411|20241018|1|2|8789.56|5992.88|0.0|0|44|0.0|22|1|0|0|20241018|0|0.0|003|brandon81@example.net||||||||||
A|A|I|RANDALL WILKINS||861125075744||BOOST000323|4|20221125|1|20221220|20230324|1|3|9178.72|8605.05|94655.55|11|32|5388.54|15|1|0|2|20230324|0|0.0|001|||20230119||||||||
A|A|C|LEWIS INC SDN BHD|2008577151-H|2008577151-H||BOOST000324|1|20250320|1|20250331|20250417|1|3|6532.85|3212.88|0.0|0|61|2153.17|20|1|0|0|20250417|0|0.0|004||016-8206148|||||||||
A|A|I|AMANDA PORTER||750112124868||BOOST000325|2|20230106|1|20230121|20241230|1|3|12282.07|4187.07|0.0|0|88|0.0|18|1|0|0|20241230|0|0.0|001|andreanorris@example.org|014-4055988|||||||||
A|A|I|MARIA NICHOLS||610217048823||BOOST000326|1|20230411|1|20230506|20230716|1|3|19126.59|9563.3|0.0|0|60|6369.0|24|1|0|0|20230716|0|0.0|004|laura59@example.com|014-5851670|||||||||
A|A|C|MAY, WEST AND JOHNSON SDN BHD|2024783800-K|2024783800-K||BOOST000327|1|20241010|1|20241012|20250321|1|3|2745.6|1420.14|5680.56|4|58|961.6|14|1|0|1|20250321|0|0.0|001||016-1239667|20250213||||||||
A|A|I|JENNIFER MCPHERSON||940723068087||BOOST000328|1|20250307|1|20250324|20250404|1|3|16352.64|5840.23|29201.15|5|84|14288.17|18|1|0|1|20250404|0|0.0|003|laura17@example.com|019-5492403|20250112|C|2012261350-H|2012261350-H||FREEMAN-WALKER SDN BHD|1||
A|A|I|KRISTEN MILLER||671120055970||BOOST000329|2|20220817|1|20220914|20230906|1|2|4118.42|4118.42|0.0|0|30|0.0|15|1|0|0|20230906|0|0.0|001|||||||||||
A|A|I|BRENDA DOYLE||500210066975||BOOST000330|1|20230830|1|20230907|20240219|1|2|16132.51|24198.77|0.0|0|20|88.02|14|1|0|0|20240219|0|0.0|003||012-3838140||C|2015246211-K|2015246211-K||MORRISON, SMITH AND GONZALEZ SDN BHD|1||
A|A|I|ASHLEY STARK||581118092298||BOOST000331|2|20250203|1|20250220|20250628|2|2|3372.67|1909.06|0.0|0|53|0.0|16|1|0|0|20250628|0|0.0|004|kendrarubio@example.com||||||||||
A|A|I|VICKIE EVANS||760524124710|A#######|BOOST000332|4|20231005|1|20231022|20250115|1|3|9806.0|3305.39|13221.56|4|89|9390.43|12|1|0|0|20250115|0|0.0|001|jenniferroberson@example.com|019-4353061|||||||||
A|A|I|JEFFREY GRANT||821214019801||BOOST000333|1|20230923|1|20231006|20240517|1|3|15790.74|7177.61|43065.66|6|66|4817.76|20|1|0|0|20240517|0|0.0|003||017-3184405|||||||||
A|A|I|ROBERT RIOS||520920075432||BOOST000334|2|20231104|1|20231124|20250116|1|2|1920.3|1645.97|0.0|0|35|0.0|12|1|0|0|20250116|0|0.0|002|zdavila@example.net|||I||990912078019||MARY BRYANT|1|GUARANTOR|
A|A|C|HOLT, HUNT AND DIXON SDN BHD|2016803523-X|2016803523-X||BOOST000335|1|20250623|1|20250723|20250723|1|3|5362.04|20107.65|0.0|0|8|4445.32|19|1|0|0|20250723|0|0.0|002|qgarrison@example.net|013-8001572|||||||||
A|A|I|DAVID BROOKS||840117108705||BOOST000336|1|20240704|1|20240718|20241113|1|3|12641.87|27089.72|0.0|0|14|1305.41|17|1|0|0|20241113|0|0.0|001|lhansen@example.com|018-1508107|||||||||
